-1.101679205894470215e+00,-2.303743362426757812e-02,1.125198745727539062e+01,-8.919470757246017456e-02,4.323543071746826172e+00,3.741686344146728516e+00,1.420097231864929199e+00
-1.056576967239379883e+00,2.928477823734283447e-01,-7.030468940734863281e+00,-4.977148532867431641e+00,-1.537599444389343262e+00,6.225256443023681641e+00,-2.494209051132202148e+00
-2.667237520217895508e+00,1.135886073112487793e+00,-1.092858219146728516e+01,-7.428496360778808594e+00,1.059393882751464844e+01,-2.749542236328125000e+00,-2.800997495651245117e-01
-2.863283634185791016e+00,7.535330653190612793e-01,-1.064182281494140625e+01,-4.578828811645507812e+00,8.114933967590332031e+00,-3.756205558776855469e+00,1.448439478874206543e+00
-7.390235900878906250e+00,-3.562498092651367188e+00,-1.547646164894104004e+00,8.102013587951660156e+00,-3.776037693023681641e+00,-5.174720764160156250e+00,5.546259880065917969e-02
-5.830935478210449219e+00,-2.818000078201293945e+00,-6.277898788452148438e+00,5.933474540710449219e+00,-3.397717475891113281e+00,-4.036485195159912109e+00,-2.082341670989990234e+00
-8.485833406448364258e-01,-1.740813493728637695e+00,-7.087184906005859375e+00,-5.334431648254394531e+00,3.136449337005615234e+00,-2.516717314720153809e-01,6.653047561645507812e+00
-1.275732517242431641e-01,8.809208869934082031e-02,1.104044723510742188e+01,8.103598356246948242e-01,3.377420902252197266e+00,2.831124782562255859e+00,2.408082008361816406e+00
-8.530773520469665527e-01,-9.623384475708007812e-02,1.142350482940673828e+01,-2.779993414878845215e-01,4.279809474945068359e+00,3.941201448440551758e+00,1.405236959457397461e+00
-1.411597251892089844e+00,1.820948719978332520e+00,-7.179771900177001953e+00,-4.118802547454833984e+00,-9.653698205947875977e-01,-1.088207364082336426e+00,7.437110900878906250e+00
-2.223996877670288086e+00,1.792260706424713135e-01,6.509604930877685547e+00,1.965145587921142578e+00,7.432033419609069824e-01,1.374416351318359375e-01,-9.608462452888488770e-01
-2.003472566604614258e+00,9.376987457275390625e+00,-3.648675203323364258e+00,-5.479816436767578125e+00,1.035208582878112793e+00,-2.514141559600830078e+00,-5.796090602874755859e+00
