-1.765200138092041016e+00,-3.677600026130676270e-01,7.298653602600097656e+00,7.013363838195800781e-01,-2.111377239227294922e+00,8.550126850605010986e-02,-2.567599773406982422e+00
-2.362224817276000977e+00,-2.512922763824462891e+00,7.058777809143066406e-01,-5.697487592697143555e-01,-6.703721284866333008e-01,2.155814647674560547e+00,-2.041644334793090820e+00
-5.207220077514648438e+00,-3.810681343078613281e+00,-2.528014659881591797e+00,-1.891050457954406738e+00,7.644395828247070312e+00,-5.519578456878662109e+00,-4.617553234100341797e+00
-3.147343635559082031e+00,-2.026858568191528320e+00,-2.264060020446777344e+00,-1.552364587783813477e+00,5.272286415100097656e+00,-5.512129306793212891e+00,-1.127052783966064453e+00
-6.929482460021972656e+00,-3.760887861251831055e+00,2.080347061157226562e+00,1.490899276733398438e+01,-3.206927537918090820e+00,-8.179640769958496094e+00,1.282759070396423340e+00
-2.358790874481201172e+00,-3.740049839019775391e+00,-2.350637197494506836e+00,2.907784700393676758e+00,4.607018828392028809e-01,-5.926420688629150391e+00,2.341388940811157227e+00
-1.520386576652526855e+00,-2.763803482055664062e+00,-2.200821638107299805e+00,8.570339679718017578e-01,9.056796431541442871e-01,-5.498265266418457031e+00,4.653252124786376953e+00
-2.597442626953125000e+00,-7.025639414787292480e-01,7.402064323425292969e+00,1.408466577529907227e+00,-2.478413105010986328e+00,-1.121077060699462891e+00,-1.973031878471374512e+00
-1.681564092636108398e+00,-4.431576430797576904e-01,6.878131866455078125e+00,1.582307815551757812e-01,-1.995514035224914551e+00,1.785495877265930176e-02,-2.698630332946777344e+00
-3.829390525817871094e+00,-2.415784835815429688e+00,-2.293126344680786133e+00,2.144353866577148438e+00,-1.617061376571655273e+00,-7.372715473175048828e+00,6.158444404602050781e+00
-2.149470090866088867e+00,-1.240273118019104004e-01,5.859927177429199219e+00,-2.897425889968872070e-01,-2.034948110580444336e+00,2.443545460700988770e-01,-1.695244312286376953e+00
-2.697266101837158203e+00,1.695575952529907227e+00,-6.012191772460937500e-01,-6.024844646453857422e-01,-1.706673264503479004e+00,-2.135215759277343750e+00,3.577043116092681885e-01
-4.334605693817138672e+00,-5.286007881164550781e+00,8.791457414627075195e-01,1.162727165222167969e+01,-3.471519470214843750e+00,-6.073941230773925781e+00,1.425848364830017090e+00
2.575104951858520508e+00,-2.506464004516601562e+00,-6.100462079048156738e-01,7.830170989036560059e-01,-2.406959831714630127e-01,-3.714686036109924316e-01,-1.370804190635681152e+00
-2.074657917022705078e+00,-3.444697260856628418e-01,5.432888507843017578e+00,1.507850766181945801e+00,-2.278949260711669922e+00,-1.056223750114440918e+00,-1.532212853431701660e+00
-1.586741924285888672e+00,7.272335290908813477e-01,4.062017917633056641e+00,-8.094820976257324219e-01,-1.720430374145507812e+00,-6.393340229988098145e-02,-2.796323776245117188e+00
-2.076857328414916992e+00,-1.432751417160034180e+00,-1.807386755943298340e+00,-1.767856478691101074e+00,4.303820610046386719e+00,-3.400476932525634766e+00,-2.824545383453369141e+00
3.081427574157714844e+00,-2.647467136383056641e+00,5.148287773132324219e+00,-9.241853952407836914e-01,-1.971360206604003906e+00,1.560668468475341797e+00,-5.637942314147949219e+00
-1.063884496688842773e+00,-4.859182536602020264e-01,6.118700981140136719e+00,-5.138182640075683594e-02,-1.878479480743408203e+00,2.330520153045654297e-01,-2.705470800399780273e+00
-2.810883760452270508e+00,-1.925174713134765625e+00,2.975816249847412109e+00,3.242962837219238281e+00,-1.761916637420654297e+00,-1.572403430938720703e+00,4.086236953735351562e-01
-3.680814743041992188e+00,-3.078811168670654297e+00,-3.551927089691162109e+00,3.339720010757446289e+00,-2.556723594665527344e+00,-8.985868453979492188e+00,8.520471572875976562e+00
-2.915054559707641602e+00,-1.167319416999816895e+00,-1.961068511009216309e+00,-1.881821990013122559e+00,4.617560863494873047e+00,-5.336427688598632812e+00,-1.319268643856048584e-01
-4.396378040313720703e+00,3.094065904617309570e+00,5.469542741775512695e-02,-2.701933383941650391e+00,-1.134087204933166504e+00,-1.969395041465759277e+00,-1.620689749717712402e+00
-3.644539117813110352e+00,-4.374907493591308594e+00,9.406509399414062500e-01,1.062354564666748047e+01,-3.092162370681762695e+00,-4.080252170562744141e+00,5.849835872650146484e-01
-2.761996030807495117e+00,-2.738407135009765625e+00,-1.309776902198791504e+00,-1.156088352203369141e+00,4.849490165710449219e+00,-3.665354251861572266e+00,-7.125265598297119141e-01
-4.241265773773193359e+00,-2.636759281158447266e+00,-2.646834135055541992e+00,2.821984052658081055e+00,-2.823201417922973633e+00,-8.167554855346679688e+00,7.885556221008300781e+00
-2.208139181137084961e+00,8.875389695167541504e-01,5.726161479949951172e+00,-4.281902313232421875e-01,-1.785149574279785156e+00,1.500307619571685791e-01,-4.405967712402343750e+00
-2.378880023956298828e+00,-3.163466930389404297e+00,1.021830081939697266e+00,6.928302288055419922e+00,-2.546625852584838867e+00,-2.932733535766601562e+00,4.177587628364562988e-01
-2.313258409500122070e+00,3.826796710491180420e-01,4.312688350677490234e+00,-8.004956245422363281e-01,-1.169035315513610840e+00,-5.216571092605590820e-01,-2.247688293457031250e+00
-2.008520603179931641e+00,-1.249064654111862183e-01,7.211195230484008789e-01,-1.228309988975524902e+00,-6.606287360191345215e-01,1.119537591934204102e+00,-2.091282606124877930e+00
4.776767253875732422e+00,-4.448191165924072266e+00,1.081067681312561035e+00,1.999856829643249512e-01,-1.211129724979400635e-01,8.243449926376342773e-01,-3.709878683090209961e+00
-3.197193384170532227e+00,-2.241659879684448242e+00,5.361975669860839844e+00,5.249314308166503906e+00,-3.396725893020629883e+00,-2.800388813018798828e+00,-4.554637074470520020e-01
5.523236751556396484e+00,-4.885049819946289062e+00,2.284853696823120117e+00,-3.855016231536865234e-01,-9.232081770896911621e-01,1.069904804229736328e+00,-4.403465747833251953e+00
-4.066422462463378906e+00,1.823989152908325195e-01,6.774941444396972656e+00,8.853545188903808594e-01,-3.681334495544433594e+00,-1.080503344535827637e+00,-2.462858676910400391e+00
-1.869688868522644043e+00,-3.597267627716064453e+00,-2.216041564941406250e+00,-1.881269693374633789e+00,6.172234535217285156e+00,-4.434699058532714844e+00,-3.016775608062744141e+00
-4.194889545440673828e+00,-3.404720306396484375e+00,-2.773159980773925781e+00,-2.952651023864746094e+00,8.057843208312988281e+00,-6.148348808288574219e+00,-1.834545731544494629e+00
-3.708007574081420898e+00,-4.612893760204315186e-01,6.939541816711425781e+00,2.396123170852661133e+00,-3.842530250549316406e+00,-1.040974020957946777e+00,-1.834201812744140625e+00
-2.291741371154785156e+00,-2.960014343261718750e-01,-2.500529527664184570e+00,-3.943645477294921875e+00,3.622468709945678711e+00,-3.936348676681518555e+00,-2.199043989181518555e+00
-3.245385408401489258e+00,2.430770874023437500e+00,-9.588443040847778320e-01,-2.575251817703247070e+00,1.652491539716720581e-01,-2.158920526504516602e+00,-2.615437269210815430e+00
-3.253890991210937500e+00,-3.049186229705810547e+00,-1.740922451019287109e+00,-1.292887091636657715e+00,5.517016410827636719e+00,-4.192461967468261719e+00,-1.233133316040039062e+00
-5.550424575805664062e+00,-3.608782768249511719e+00,-4.082747936248779297e+00,2.852396965026855469e+00,-1.731610536575317383e+00,-1.084156417846679688e+01,1.018224143981933594e+01
-4.837973594665527344e+00,-4.705477237701416016e+00,5.592522621154785156e-01,1.200036716461181641e+01,-4.272416591644287109e+00,-6.075904846191406250e+00,2.442510604858398438e+00
